label_val_1;label_val_2;label_val_3;num_val_1;num_val_2;num_val_3;label_harmonized_1;label_harmonized_2;label_harmonized_3
benefit;lose_out;neither_benefit_nor_lose_out;1;-1;0;benefit;lose;neither
benefits;problems;neither_nor;1;-1;0;benefit;problem;neither
better;the_same;worse;1;0;-1;better;same;worse
better;worse;as_well_as;1;-1;0;better;worse;same
better;worse;same;1;-1;0;better;worse;same
better;worse;same;1;-1;0;better;worse;same
better;worse;the_same;1;-1;0;better;worse;same
better;worse;the_same_no_change;1;-1;0;better;worse;same
better_first_child_earlier;better_first_child_later;timing_was_about_right;6;7;8;better_first_child_earlier;better_first_child_later;timing_was_about_right
better_if_had_had_earlier;better_if_had_had_later;timing_was_about_right;6;7;8;better_if_had_had_earlier;better_if_had_had_later;timing_was_about_right
better_than_other_parts_of_world;worse_than_other_parts_of_world;about_same_as_other_parts_of_world;1;-1;0;better_than_other_parts_of_world;worse_than_other_parts_of_world;about_same_as_other_parts_of_world
between_two_regions_of_same_country;between_two_countries_in_eu;from_country_outside_eu_to_country_in_eu;6;7;8;between_two_regions_of_same_country;between_two_countries_in_eu;from_country_outside_eu_to_country_in_eu
beyond_needs;are_appropriate;are_insufficient;1;0;-1;beyond_needs;are_appropriate;are_insufficient
bigger;smaller;equal;1;-1;0;bigger;smaller;same
both_sides_the_same_false;one_side_country_specific_correct;both_sides_different_false;;;;;;
building_of_europe_must_be_pursued;building_too_far_need_to_back_track;neither_nor;;;;;;
by_the_nationality_government;jointly_within_the_eu;other_spontaneous;;;;;;
by_unanimous_voting;by_majority_voting_keeping_right_not_to_send_troops;by_majority_voting_forcing_each_member_state_to_send_troops;;;;;;
center;south;north;0;1;-1;center;south;north
central_hungary_kozep_magyarorszag;trandanubia_dunantal;north_and_great_plain_alfold_es_eszak;;;;;;
central_hungary_kozep_magyarorszag;transdanubia_dunantal;north_and_great_plain_alfold_es_eszak;;;;;;
central_hungary_kozep_magyarorszag;transdanubia_dunantul;north_and_great_plain_alfold_es_eszak;;;;;;
citizen_of_the_eu;citizen_our_country;citizen_your_region;;;;;;
continue_ratification_process;should_be_renegotiated;should_be_dropped;;;;;;
contract;pre_paid_arrangement;both_spont_;;;;;;
countryside;small_town_populated_area;big_city;;;;;;
daily;often;occasionally;2;1;0;daily;often;occasionally
develop_further_internet_services;increase_confidence_in_e_commerce;extend_broadband_access;;;;;;
disproportionate;sufficient;insufficient;6;7;8;disproportionate;sufficient;insufficient
doing_too_much;doing_about_the_right_amount;not_doing_enough;1;0;-1;too_much;about_right;too_little
doing_too_much;doing_the_right_amount;not_doing_enough;1;0;-1;too_much;about_right;too_little
each_member_state_one_vote_regardless_of_size;number_of_votes_proportional_to_population_size;another_solution_should_be_found;6;7;8;each_member_state_one_vote_regardless_of_size;number_of_votes_proportional_to_population_size;another_solution_should_be_found
easier;more_difficult;about_the_same;1;-1;0;easier;more_difficult;neither_not
easier;more_difficult;neither_easier_nor_more_difficult;1;-1;0;easier;more_difficult;neither_not
easier;more_difficult;neither_nor;1;-1;0;easier;more_difficult;neither_not
east_austria;south_austria;west_austria;6;7;8;east_austria;south_austria;west_austria
east_sweden_ostra_sverige;south_sweden_sodra_sverige;north_sweden_norra_sverige;6;7;8;east_sweden_ostra_sverige;south_sweden_sodra_sverige;north_sweden_norra_sverige
easy_access;difficult_access;no_access_spont_;2;1;0;easy_access;difficult_access;no_access
easy_access;difficult_access;no_access_spontaneous;2;1;0;easy_access;difficult_access;no_access
economic_indicators;social_env_and_econ_indicators;neither_spont_;2;1;0;economic_indicators;social_env_and_econ_indicators;neither_spont_
education_and_training_is_sufficient;should_follow_training_but_cannot_do_;should_follow_training_and_intend_doing;6;7;8;education_and_training_is_sufficient;should_follow_training_but_cannot_do_;should_follow_training_and_intend_doing
education_should_be_totally_free_even_if_this_means_that_the_quality_might_be_lower;tuition_fees_are_necess_for_prov_high_quality_educ__even_if_this_means_that_some_people_wont_be_able_to_afford_it;it_depends_spontaneous;6;7;8;education_should_be_totally_free_even_if_this_means_that_the_quality_might_be_lower;tuition_fees_are_necess_for_prov_high_quality_educ__even_if_this_means_that_some_people_wont_be_able_to_afford_it;it_depends_spontaneous
education_training_sufficient;need_specialised_training_but_cannot;need_specialised_training_and_intend;6;7;8;education_training_sufficient;need_specialised_training_but_cannot;need_specialised_training_and_intend
encourage_students_to_study_in_other_eu_country;increase_overall_quality_of_education;get_more_young_people_employed;6;7;8;encourage_students_to_study_in_other_eu_country;increase_overall_quality_of_education;get_more_young_people_employed
encourage_to_study_abroad;increase_education_quality;get_more_into_employment;6;7;8;encourage_to_study_abroad;increase_education_quality;get_more_into_employment
environment_is_issue_beyond_my_control_as_individual;my_actions_can_make_real_difference_to_environment;none_of_these_spontaneous;6;7;8;environment_is_issue_beyond_my_control_as_individual;my_actions_can_make_real_difference_to_environment;none_of_these
environmentally_friendly_products;least_expensive_products;neither_spont_;6;7;8;environmentally_friendly_products;least_expensive_products;neither
eu_benefited_from_new_members;new_members_benefited_from_eu;neither_nor;6;7;8;eu_benefited_from_new_members;new_members_benefited_from_eu;neither_nor
eu_should_continue_ratification_process;europ_constit_should_be_renegotiated;europ_constit_should_be_dropped;6;7;8;eu_should_continue_ratification_process;europ_constit_should_be_renegotiated;europ_constit_should_be_dropped
eu_would_benefit_from_new_members;new_members_would_benefit_from_eu;neither_nor;6;7;8;eu_would_benefit_from_new_members;new_members_would_benefit_from_eu;neither_nor
europe;other_countries_in_the_world;both;6;7;8;europe;other_countries_in_the_world;both
european_level;national_level;local_level;2;1;0;european;national;local
european_level;national_level;regional_local_level;2;1;0;european;national;local
european_level;national_level;regional_or_local_level;2;1;0;european;national;local
european_union;nationality_gov;regions;2;1;0;european;national;local
european_union;nationality_government;both_equally_spont_;2;1;0;european;national;local
everyday_almost_everyday_at_least_once_coded_1_in_d62_1_to_d62_3;often_sometimes_at_least_once_coded_2_to_5_in_d62_1_to_d62_3;never_to_all_coded_6_in_d62_1_to_d62_3;2;1;0;always;sometimes;never
excessive;adequate_about_right;insufficient;1;0;-1;excessive;adequate;insufficient
fair;unfair;excessive_spontaneous;6;7;8;fair;unfair;excessive_spontaneous
fairly_positive_effect;fairly_negative_effect;no_effect_spont_;1;-1;0;positive;negative;neutral
for;against;definitely_against;1;-1;-2;for;against;definitely_against
for;against;i_would_not_to_go_to_vote;1;-1;0;for;against;i_would_not_to_go_to_vote
for_all_kinds_of_crime;only_in_certain_cases_like_organised_crime_or_terrorism;not_in_any_circumstances;2;1;0;for_all_kinds_of_crime;certain_cases_of_crime;not_in_any_case
frequently;occasionally;never;2;1;0;frequently;occasionally;never
frequently;occasionally;never;2;1;0;frequently;occasionally;never
further_services_to_citizens;confidence_in_e_commerce;broadband_access_to_all;6;7;8;further_services_to_citizens;confidence_in_e_commerce;broadband_access_to_all
generally_favourable;generally_unfavourable;neither_nor_spont_;1;-1;0;favourable;not_favourable;neither
german;french;italian;6;7;8;german;french;italian
going_in_the_right_direction;going_in_the_wrong_direction;neither_nor_spontaneous;1;-1;0;good;wrong;neither
good_salary;job_security;an_interesting_job;6;7;8;good_salary;job_security;an_interesting_job
good_thing;bad_thing;neither_nor;1;-1;0;good;bad;neutral
good_thing;bad_thing;neither_spont;1;-1;0;good;bad;neutral
good_thing;bad_thing;no_difference;1;-1;0;good;bad;neutral
good_thing;neither_good_nor_bad_questionnaire_code_3;bad_thing_questionnaire_code_2;1;-1;0;good;bad;neutral
good_thing;neither_nor_3;bad_thing_2;1;-1;0;good;bad;neutral
good_thing;neither_nor_questionnaire_code_3;bad_thing_questionnaire_code_2;1;-1;0;good;bad;neutral
good_thing_gives_more_people_access_to_culture;not_a_good_thing_free_offers_are_of_low_quality;none_of_these_spont_;1;-1;0;good_thing_gives_more_people_access_to_culture;not_a_good_thing_free_offers_are_of_low_quality;none_of_these
great_effect;some_effect;no_effect;2;1;0;great_effect;some_effect;no_effect
has_improved;stayed_about_the_same;has_worsened;;;;;;
help_adapt_to_new_working_conditions_career_shifts;safeguard_rights_to_live_and_work_in_other_eu_country;promote_education_training_opportunities;;;;;;
high_knowledge;medium_knowledge;low_knowledge;2;1;0;high_knowledge;medium_knowledge;low_knowledge
high_trust_in_the_media;medium_trust_in_the_media;low_or_no_trust_in_the_media;2;1;0;high_trust;medium_trust;low_trust
higher;lower;equal;1;-1;0;higher;lower;equal
higher_than_europ_av;similar_to_europ_av;lower_than_europ_av;1;0;-1;higher;lower;equal
i_would_pay_all_of_the_cost;i_would_pay_some_of_the_cost;i_would_pay_none_of_the_cost;;;;;;
illness_only;symptom_only;illness_and_symptom;6;7;8;illness_only;symptom_only;illness_and_symptom
immigrants_themselves_are_mostly_responsible;the_nationality_society_is_mostly_responsible;integration_is_a_two_way_process_where_immigrants_and_the_nationality_society_are_both_responsible;;;;;;
important;neither_important_nor_not_important;not_important;1;0;-1;important;neither_nor;not_important
important_changes_in_our_society_have_to_be_achieved_little_by_little_even_if_this_approach_takes_longer;one_can_only_obtain_important_changes_in_our_society_by_acting_quickly_even_if_this_means_sometimes_being_radical;we_do_not_need_to_change_our_society_spontaneous;;;;;;
improve;stay_about_the_same;get_worse;1;0;-1;improved;same;worse
improved;got_worse;stayed_about_the_same;1;-1;0;improved;same;worse
improved;stayed_about_the_same;got_worse;1;0;-1;improved;same;worse
improved;stayed_the_same;deteriorated;1;0;-1;improved;same;worse
improved;stayed_the_same;got_worse;1;0;-1;improved;same;worse
in_another_eu_country;in_our_country;equally_confident;;;;;;
in_another_eu_country;in_our_country;equally_likely;;;;;;
in_our_country;in_another_eu_member_state;in_a_country_outside_the_eu;;;;;;
in_the_right_direction;in_the_wrong_direction;neither__nor_spont_;1;-1;0;right;wrong;neither_nor
in_the_right_direction;in_the_wrong_direction;neither__or_spont_;1;-1;0;right;wrong;neither_nor
in_the_right_direction;in_the_wrong_direction;neither_nor_spont_;1;-1;0;right;wrong;neither_nor
in_the_right_direction;in_the_wrong_direction;neither_nor_spontaneous;1;-1;0;right;wrong;neither_nor
in_the_right_direction;in_the_wrong_direction;neither_the_one_nor_the_other_spont_;;;;;;
in_the_right_direction;in_the_wrong_direction;neither_the_one_or_the_other_spontaneous;;;;;;
increase;decrease;no_change;;;;;;
increased;decreased;stayed_the_same;;;;;;
increased;stayed_the_same;decreased;;;;;;
innovative_education_employment;sustainability_of_welfare_systems;help_those_groups_at_risk;;;;;;
insufficient;about_right;too_high;;;;;;
insufficient;adequate;too_high;;;;;;
interests_of_member_states;political_affinities_of_meps;both_spontaneous;;;;;;
it_is_a_good_thing;it_is_a_bad_thing;it_is_neither_a_good_nor_a_bad_thing_spont_;;;;;;
it_is_a_good_thing;it_is_a_bad_thing;other_spontaneous;;;;;;
it_is_primarily_up_to_the_nationality_government_to_provide_jobs_for_the_unemployed;it_is_primarily_up_to_private_companies_and_markets_in_general_to_provide_jobs_for_the_unemployed;it_depends_spontaneous;;;;;;
kozep_magyarorszag_central_hungary;dunantul_transdanubia;alfold_es_eszak_north_and_great_plain;;;;;;
left;centre;right;2.5;5.5;8.5;left;centre;right
left;centre;right;2.5;5.5;8.5;left;centre;right
less_hours_per_day_week;take_a_longer_time_off;both;;;;;;
less_likely;as_likely;more_likely;-1;0;1;less_likely;as_likely;more_likely
less_than_150_euros;betw_150_and_500_euros;more_than_500_euros;;;;;;
less_than_2_000;2_000_to_200_000;more_than_200_000;;;;;;
less_than_2_000_inhabitants;from_2_000_to_200_000_inhabitants;more_than_200_000_inhabitants;;;;;;
less_than_25;25;more_than_25;;;;Lt_25;25;Gt_25
less_than_25_pct;between_25_pct_and_50_pct;more_than_50_pct;;;;;;
less_than_5_000;5_001_to_100_000;more_than_100_000;;;;;;
less_than_50_km;50_100_km;more_than_100_km;;;;Lt_50;50_100;Gt_100
less_than_6_001;6_001_to_10_000;more_than_10_000;;;;Lt_6000;6001_10000;gt_10000
less_than_6_001_inhabitants;from_6_001_to_10_000_inhabitants;more_than_10_000_inhabitants;;;;;;
less_than_at_present;more_than_at_present;no_change_necessary_as_it_is_now_spontaneous;-1;1;0;less;more;no_change
limits_you_lot;limits_you_little;does_not_limit_at_all;2;1;0;limits_you_lot;limits_you_little;does_not_limit_at_all
logos_symbols;text;both_spontaneous;;;;;;
lot_of_attention;little_attention;no_attention_at_all;;;;;;
low_0_2_in_v105;medium_3_4_in_v105;high_5_6_in_v105;1.5;3.5;5.5;low;middle;high
low_level_1_4_in_d61;middel_level_5_6_in_d61;high_level_7_10_in_d61;2.5;5.5;8.5;low;middle;high
low_level_1_4_in_v539;middel_level_5_6_in_v539;high_level_7_10_in_v539;2.5;5.5;8.5;low;middle;high
lower_carbon_emissions_from_transport;give_financial_support_to_small_business_households;promote_renewable_sources_of_energy;6;7;8;lower_co2_transport_emmissions;give_financial_support_to_small_business_households;promote_renewable_energy_sources
lower_co2_transport_emmissions;support_efficient_energy_consumption;promote_renewable_energy_sources;6;7;8;lower_co2_transport_emmissions;support_efficient_energy_consumption;promote_renewable_energy_sources
lower_level_1_4_in_d61;middle_level_5_6_in_d61;upper_level_7_10_in_d61;2.5;5.5;8.5;low;middle;high
luxembourgish;french;german;6;7;8;luxembourgish;french;german
luxembourgish;french;german_[not_coded];6;7;8;luxembourgish;french;german_[not_coded]
luxembourgish;french;german_category_not_used;6;7;8;luxembourgish;french;german_category_not_used
luxembourgish;french;german_not_coded;6;7;8;luxembourgish;french;german_not_coded
luxembourgish;french;german_not_ment_;6;7;8;luxembourgish;french;german_not_ment_
luxembourgish;french;german_not_mentioned;6;7;8;luxembourgish;french;german_not_mentioned
mainly_by_authorities_financed_from_contributions_or_taxes;mainly_by_employers_financed_from_their_own;mainly_by_private_arrangements;6;7;8;;;
mainly_by_the_father;mainly_by_the_mother;by_both;6;7;8;;;
majority_group;minority_group;not_any_group_spont_;6;7;8;;;
make_easier_set_up_run_business;restructure_industries_in_difficulties;opportunities_of_green_economy;;;;;;
make_it_easier_to_set_up_run_business;restructure_industries_in_difficulty;make_most_of_opportunities_of_green_economy;;;;;;
materialist;mixed;post_materialist;6;7;8;materialist;mixed;post_materialist
max_1_correct_answer;2_3_correct_answers;4_correct_answers;0;1;2;Max_1;2_3;4
me;my_partner;someone_else;6;7;8;me;my_partner;someone_else
member_state_of_eu_separately;eu_through_european_commission;neither_nor_spont_;6;7;8;member_state_of_eu_separately;eu_through_european_commission;neither
men;women;both_equally_spont_;6;7;8;men;women;neither_nor
more;less;just_as_much;1;-1;0;more;less;same
more;less;no_change_needed;1;-1;0;more;less;same
more;less;same_as_last_year_spont_;1;-1;0;more;less;same
more;less;the_same;1;-1;0;more;less;same
more_at_eu_level;less_at_eu_level;no_change_spont_;1;-1;0;more;less;same
more_confidence;less_confidence;didnt_make_any_difference;1;-1;0;more;less;same
more_confident;as_confident;less_confident;1;0;-1;more_confident;same;less_confident
more_decision_making;less_decision_making;no_change_spont_;1;-1;0;more_decision_making;less_decision_making;same
more_decision_making_at_a_european_level;less_decision_making_at_a_european_level;no_change_is_needed_spontaneous;1;-1;0;more_decisions;less_decisions;same
more_effective;less_effective;it_would_not_change_anything;1;-1;0;more_effective;less_effective;same
more_efficient_if_provided_by_member_states;more_efficient_if_provided_by_eu;neither_nor_spont_;6;7;8;member_state;eu;neither_nor
more_harmonisation;keep_the_current_situation_the_same_no_change;less_harmonisation;1;0;-1;more_harmonization;same;less_harmonization
more_important;less_important;it_has_not_changed;1;-1;0;more_important;less_important;same
more_important;less_important;no_change_as_it_is_now_spontaneous;1;-1;;more_important;less_important;same
more_important;less_important;no_change_as_it_is_now_spontaneous;1;-1;;more_important;less_important;same
more_important;less_important;same_role;1;-1;0;more_important;less_important;same
more_important;less_important;same_role;1;-1;0;more_important;less_important;same
more_important;less_important;the_same;1;-1;0;more_important;less_important;same
more_important;less_important;the_same_spont_;1;-1;0;more_important;less_important;same
more_important;less_important;the_same_spontaneous;1;-1;0;more_important;less_important;same
more_inclined_to_innovative_products_;less_inclined_to_innovative_products_;as_inclined_as_they_spont_;;;;;;
more_information;the_same_amount_as_today;less_information;1;0;-1;more_information;same;less_information
more_involved_in_european_affairs;less_involved_in_european_affairs;neither_more_nor_less_involved_than_today;;;;;;
more_likely;less_likely;no_difference_spontaneous;;;;;;
more_reliable;about_as_reliable;less_reliable;1;0;-1;more_reliable;same;less_reliable
more_time;less_time;no_change_spont_;1;-1;0;more_time;less_time;same
more_tolerant;less_tolerant;no_change_spont_;1;-1;0;more_tolerant;less_tolerant;same
most_of_the_time;from_time_to_time;almost_never_never;2;1;0;most_of_the_time;from_time_to_time;almost_never_never
most_of_the_time;from_time_to_time;almost_never_never;2;1;0;most_of_the_time;from_time_to_time;almost_never_never
most_of_the_time;occasionally;almost_never_never;2;1;0;most_of_the_time;occasionally;almost_never_never
most_of_the_time;some_of_the_time;hardly_any_of_the_time;;;;;;
most_people_can_be_trusted;you_canﾴt_be_too_careful;it_depends_spontaneous;;;;;;
na_not_documented;split_ballot_a;split_ballot_b;;;;;;
national_law_of_other_party;harmonised_european_law;national_law_of_our_country_spont_;;;;;;
nationality_only;nationality_and_european;european_only;;;;;;
need_to_know_lot_more_about_eu;would_like_some_more_inf_about_eu;happy_with_what_i_know;;;;;;
never;1_3_days;4_7_days;;;;;;
no;yes_all_of_them;yes_but_not_all_of_them;0;2;1;no;totally;yes
no;yes_already_paid_this_way_but_without_a_card;yes_already_paid_this_way_with_a_card;0;1;2;no;yes;totally
no;yes_bilateral;yes_eu_level;6;7;8;no;bilateral;eu_level
no;yes_not_any_problem;yes_but_some_problems;0;2;1;no;totally;yes
no;yes_on_condition_that_;yes_in_all_circumstances;0;1;2;no;yes;totally
no;yes_once;yes_more_than_once;0;1;2;no;yes;totally
no;yes_totally;yes_in_part;0;2;1;no;totally;yes
no_difference;i_would_like_to_have_them_sooner_than_my_partner;my_partner_would_like_to_have_them_sooner_than_i_do;;;;;;
no_discrimination_experience;single_ground;multiple_grounds;;;;;;
no_no_advise;advise_vocational_education_training;advise_general_secondary_higher_educ;;;;;;
no_not_heard_about_them;yes_have_heard_but_never_used;yes_have_heard_already_used;;;;;;
normal_contribution;contribution_plus_fine;prison;;;;;;
not_a_serious_problem_1_4;a_fairly_serious_problem_5_6;a_very_serious_problem_7_10;;;;;;
not_coded;towns_and_suburbs_small_urban_area;cities_large_urban_area;;;;;;
not_content_1_3;fairly_content_4_6;content_7_10;;;;;;
not_improved;improved_a_lot;improved_a_little;0;2;1;;;
not_mentioned;mentioned;cy_tcc;-1;1;0;;;
not_mentioned;mentioned;no;-1;1;0;;;
not_mentioned;mentioned;none;-1;1;0;;;
not_mentioned;total_single_ground;total_multiple_grounds;0;1;2;;;
often;sometimes;never;2;1;0;often;sometimes;never
on_several_occasions;once_or_twice;no;;;;;;
once;several_times;never;1;2;0;;;
one_other_item_mentioned;two_other_items_mentioned;three_other_items_mentioned;;;;;;
ost�sterreich;s�d�sterreich;west�sterreich;;;;;;
ostoesterreich_east_austria;suedoesterreich_south_austria;westoesterreich_west_austria;;;;;;
ostra_sverige_east_sweden;sodra_sverige_south_sweden;norra_sverige_north_sweden;;;;;;
other_town_and_village;big_town_5_000_and_more;capital;;;;;;
paid_employment;voluntary_work;both_spontaneous;;;;;;
part_of_the_remuneration_for_your_regular_work;overtime_extra_work_or_a_bonus;both_regular_work_and_extra_payment;;;;;;
part_of_the_remuneration_of_the_regular_work;overtime_extra_work;both_regular_and_overtime_work;;;;;;
pay_all_of_cost;pay_some_of_cost;pay_none_of_cost;;;;;;
performing_better;performing_worse;performing_as_well_as;1;-1;0;performing_better;performing_worse;performing_as_well_as
positive;ambivalent;negative;1;0;1;positive;ambivalent;negative
positive;negative;neither_nor;1;-1;0;positive;negative;neutral
positive;negative;neither_positive_nor_negative;1;-1;0;positive;negative;neutral
positive;negative;neither_positive_nor_negative;1;-1;0;positive;negative;neutral
positive_effect;negative_effect;no_effect;1;-1;0;positive;negative;neutral
positive_role;negative_role;neither_nor;1;-1;0;positive;negative;neutral
positive_role;negative_role;neither_positive_nor_negative_role;1;-1;0;positive;negative;neutral
positive_role;negative_role;neither_postive_nor_negative_role;1;-1;0;positive;negative;neutral
produced_in_particular_country;it_is_safe;other_spontaneous;;;;;;
protect_environment_all_across_eu;protect_environment_in_certain_regions_of_eu;should_be_unconditional;;;;;;
provide_innovative_education_training_employment_to_most_vulnerable;sustainability_of_social_protection_pension_systems_better_access_to_healthcare;fight_discrimination_and_help_groups_at_risk;;;;;;
reasons_why_to_describe_as_european;reasons_why_to_describe_as_european_but_also_in_other_ways;few_no_reasons_why_to_describe_as_european;;;;;;
reduced;maintained_the_same;increased;;;;;;
refocus_research_;encourage_cooperation_;more_financial_support_;;;;;;
refocus_research_on_new_challenges;cooperation_between_researchers;more_financial_support_to_researchers;;;;;;
reg_wallonne;reg_de_bruxelles_capitale_bhg;vlaams_gewest;;;;;;
regularly;occasionally;never;2;1;0;regularly;occasionally;never
regulations_exist_and_are_respected;regulations_exist_but_not_respected;regulations_do_not_exist;;;;;;
retain_to_preserve_essential_national_interests;limit_to_a_very_few_essential_areas;give_up_for_all_decisions_to_make_eu_more_efficient;;;;;;
retained;limited;be_given_up;;;;;;
reykjavik;capital_area;rest_of_iceland;;;;;;
right_direction;wrong_direction;neither_nor_spont_;1;-1;0;right;wrong;neither
rural;urbain;large;0;1;2;;;
